track_id,title,artist_name,release,year,duration,artist_mbid
TROSLGF12903CC09F3,Teresa Orlowski,V.I.P.,Malle Mega Hits,0,234.13506,d10f119e-6f4c-4104-905e-927aa5ad115c
TRDUYJI128F4259116,Discotheque,Yamboo,Discotheque,0,202.05669,31ee79dc-b1e2-4f1d-bbb4-5dd28407ae91
TRLPELY128F934B20D,This Kid's (Live At Record Plant_ NYC),UFO,The Official Bootleg Box Set,0,278.30812,f6b037df-35e8-4ef5-b59c-5634de1b44d4
TRKETJL128F42390B1,All The Time (LP Version),David Meece,Front Row,0,257.04444,ea7e2bb8-bfb5-4307-a4c5-68df453de287
TROCBZY128F4292B49,Raising the Mammoth 1: Part Two - Broad Decay,Explorers Club,Raising the Mammoth,2001,723.59138,1eba816e-1851-4906-a56b-f81d64ed6769
TRFPLCZ128F4286C68,Othello Syndrome,Ettison Clio,This Is For The Blue Collars,0,247.77098,cbc5c211-bc6a-4ea1-803a-340f31cf8bde
TRYXYDY128EF340AD7,Paralyzed (Cd),Hail Social,Modern Love And Death,2007,240.61342,70eb5d05-97b1-413c-8067-c58c29574f11
TRGLTYU12903CFC91F,Straight Killa,C-Bo,Boss Ballin': The Best In The Business,0,205.94893,0231c8cb-75f2-4f38-bfda-2f96f3abc26b
TRNUXJC128F9342592,Scent Of A Mule,Phish,(Hoist),1994,242.62485,e01646f2-2a04-450d-8bf2-0d993082e058
TRGKXOE128F933D363,Fake It,Moving Targets,Fall,0,156.39465,f35f8b9e-2d27-414e-8bdc-2ff918efed2f
TRXNXZU128F14926BE,This Time  (I'm Gonna Dub It My Way),DJ Shadow,This Time (I'm Gonna Dub It My Way),0,259.7873,efa2c11a-1a35-4b60-bc1b-66d37de88511
TRWWSJM128F424CBED,Wanderin' Heart,Guitar Slim,New Orleans Guitar_ CD D,0,151.77098,017151db-3920-4b4d-ab17-c8c5b6616648
TRZTHUC12903C9D975,Yearning,Matt Skyer,6 Elements E.P.,0,538.51383,1390e5ee-7c3f-4d10-901e-c258ebfb5431
TRZCSMZ128F42A832E,I Wonder,Cecil Grant,50 Sublimes Chanteurs de Jazz: 1940 - 1953,1996,168.61995,0b16f06c-9eac-4b66-bc2d-8d2e4acf5a68
TRWWASS128F145CC4E,Clochettes Des Montagnes (Tango),Yvette Horner,Dansez Maintenant,0,151.45751,ed8dba19-0521-4cec-b327-e85c7ef94488
TRGMBBE128F422D303,Love Is (Unreleased Tomo's Sincere Dub),Urban Soul,Tokyo Calling Part 2,0,350.9024,662c83d1-a8b9-4062-9255-34cce3514b63
TRMVJFM128F4249858,M.M. - Instrumetal B-Mix,Valeria,Metelitsa - Maxi Single + Videoclip,0,306.442,f5591645-3cce-442a-ba42-d8dc266dcffc
TRIYTTI128F4285854,Keening Of The Three Marys,William Coulter;Todd Denman;Shelley Phillips;Deby Benton Grosjean;Paul Machlis;Heidrun Hoffmann;Barry Phillips;Theo Paige,Celtic Requiem,2002,353.90649,291d358a-cd1f-4865-9cc3-c20a73890b4c
TRERXVA128F426E30B,To Rome,John Barry,The Lion In Winter (Soundtrack),1968,250.22649,661e20c8-3d82-4da2-94a2-97d9e11691c0
TRWDHSR12903CBD9E1,Ne chekaj (Don't Wait),Mad Heads,Kontakt,0,225.88036,16e5b876-ad7a-4900-9914-b3916ee17dc4
TRIOKTK12903CE706F,I Know His Blood Can Make Me Whole,Blind Willie Johnson,Praise God I'm Satisfied,1989,182.67383,8a14c00b-4779-44e4-9b2e-4cc9dcd92e9b
TRBHJTX128E078502F,I Feel Love (Shanghai Surprise Mix),Blue Man Group,I Feel Love,2003,426.9971,dbcec54d-49c8-4d61-8512-8025bb37bf8e
TRCLLET128F147C570,I'll Take My Chances (Album Version),The Click Five,Greetings From Imrie House,2005,227.60444,160b2ff0-bdb1-47b0-9a2d-f93731c813ce
TRQXRGT12903CB3250,Missp,Phil Kieran,Missp - Single,0,367.20281,1a1cffea-15cc-4999-9227-ca43717d7661
TRDRGOL128F9348F8F,Villa Blanca,Orjan,Trancemaster 6003,0,462.49751,420d5f58-0f33-41d1-b28e-a8a2e7cd2707
TRIMAKA128F427201F,Rio De Maio,Jane Monheit / Ivan Lins,Surrender,2007,256.05179,75d98827-d476-4112-84b4-44b5495581c6
TRMZMJJ128F92FD1F6,Bla_ Bla_ Bla,Sidonie,Shell Kids,2003,213.02812,99849c03-4d4a-46cc-8e20-3852d0ca0746
TRTGTFP128F425C8ED,El Bandido,Los Invasores De Nuevo León,Corridos De Peligro,0,188.81261,9aa2da31-88c8-4f29-b037-4d1c0976702b
TRTFPBZ12903CD85C8,This Time,Q-Burns Abstract Message & Lisa Shaw,This Time Remixes,2001,542.27546,1d84fec4-c4c9-42cd-afd3-fc24301cd528
TRXBUTN12903CB5C5D,My Heart Belongs To Daddy,Cole Porter,Cole Porter In London (Volume 2),1993,190.01424,4a94a6cb-e70a-418b-bb53-a37897b950ce
TRKGNMF12903CD71D5,Adios Tormenta PT2 (Salí A Volver),Fabian,Adios Tormenta,0,88.0322,770e74ef-b251-4072-818b-6e53c42a7c1c
TRCICDT12903CFC746,Together Now,Johan,4,2009,202.81424,bf96a78d-ddab-43a4-a3ff-9a18dbe2bbfd
TRVNXTJ128F149A85D,Save me,People,Stern in der Nacht,0,228.64934,d5988889-f4b7-4667-824d-a558c64a1cf5
TRCDZCL12903CB283E,Hell Chose Me,Carnifex,Hell Chose Me,2010,212.03546,b463a831-8ea0-40c4-9a56-34cfe0896931
TRZRQTC128F14943E8,The Christmas Song  (LP Version),King Curtis,A Classic Soul Christmas,0,190.74567,151231cb-fca6-42e0-976a-66b07193d657
TRAKJIN128F92D964B,Hechizo,Gran Coquivacoa,Gaiton N°5,0,188.89098,a1be513e-35e5-47b0-8b73-7476378384aa
TRFVOOJ128F14A212D,If That's How It's Gotta Be,J Mascis,Free So Free,0,209.57995,82315599-2215-4c3e-a36f-87be58d06ec0
TRUUSQG128F4280A74,Valio La Pena,Marc Anthony,Valio La Pena,0,289.4624,25607613-aceb-445a-8519-83a2ee0f8402
TRGELJD128E078FD93,Running Away,Freak Power,Drive-Thru Booty,0,245.96853,99b320be-bd22-4893-a0e0-85d2daccda2d
TREKJSM128F9343BD9,Zimba Ku (LP Version),Black Heat,Keep On Runnin',1975,278.62159,5a9af251-cec7-4e58-b2ce-7d8547bce526
TRGFZZV128EF35BFF7,Let It Begin,The Violet Burning,This Is The Moment,2003,240.24771,2c0ec007-5669-4816-8a90-3b0ccd8c6c54
TRCXUXZ128F931F78C,Askatasun Parabolikoa,Fermin Muguruza,Euskal Herria Jamaika Clash,2006,233.03791,6b37c90e-5077-4097-988f-d64f2eb42f63
TRXUDFL128F427D4B1,Long Long Day,The Sutherland Brothers,The Sutherland Brothers Band (Rewind),0,215.2224,370359fc-3d4c-4e95-bd12-021fabb15537
TRLLADJ128F4258488,Kiss & Tell,God Is My Co-Pilot,The Best of God Is My Co-Pilot,1996,182.41261,d5149e67-d3d8-48ab-94ce-8beaf1a5a9d2
TRHOFKW12903CE41E1,Sea Anemone,Jets To Brazil,Orange Rhyming Dictionary,1998,319.9473,675ec992-a8e4-41f8-b28b-1aad0c8a9ad1
TRSQROM12903CF2340,All The Waiting Is Not In Vain,Tyrone Davis,Call Tyrone,0,192.31302,c48ab37a-e9ee-491c-b370-e4cb8061ebb7
TRHHLUR128F932AFB4,O.B.E.,Spheric Universe Experience,Unreal,2009,239.22893,74a38d5b-55c0-4256-a544-fbbf847e6fab
TRIQYZG128F932C88C,Down In The Ground,The Handsome Family,Through The Trees,1998,163.57832,195ddaa1-f1e4-4960-a107-58d26cb058a2
TRHSMOD128F92C4DE1,Dyadic Shift,Yennah,Dyadic Shift EP,2000,444.73424,1906e722-b4c3-471d-aeb2-cc3331aaaaab
TRUSLTL128F147EE7B,Everything Must Change (LP Version),Judy Collins,Bread And Roses,0,263.96689,06f9c474-0547-40fc-be3d-1ae6ce38abd7
TRTNDLX128F427DB91,Finish The Fight,Martin O'Donnell / Michael Salvatori,Halo 3 (Original Soundtrack),0,146.99057,c3a4cc76-343e-453c-863f-88b53cd48934
TRFJJPG12903CFBE27,Nocturnal Interludes,Dr. Buzzard's Original Savannah Band,Meets King Penett,2008,208.84853,3fb11c9d-aafe-4af7-b03f-2324d012fac1
TRYWMVB128F42A1E79,Night after night,Tom Ellis,Trimstyle Vol. 3,2007,396.53832,ffc30afe-85b8-4d72-8305-961b72c16778
TRYINQC12903CA4A39,Be A Man,Aqua,Greatest Hits,0,261.82485,c2aa7d6f-ea94-4ee1-b138-deab27b280d3
TRNWRXM128F92E550F,Maria Dolores - Original,Bobby Capo,Bobby Capo Selected Hits Vol. 3,0,182.7522,c5747367-efa4-47e9-82f7-91dedbe7d771
TRJGXSY128EF35A6DF,Weight [DNA] (studio),Sarah Slean,Orphan Music,2006,163.70893,ca6fb0de-336f-4bd9-adf1-ce8eebaa7fe1
TRUAYUX128F42753DB,Flesh_ Bone And Weakness,Parkway Drive,Don't Close Your Eyes,2004,315.11465,a436dd02-0549-4c91-b608-df451217fdeb
TRCADAY128E078AD4C,She Bu De Ni,Sammi Cheng,Can't Let You Go,0,266.23955,5f3c4fe0-fc71-4455-99e6-abd0e8c4462e
TRHTPOE128F932704C,LP Beat,Lisa Papineau,Night Moves (With 2 Bonus Tracks),2006,246.59546,c2eab805-829b-4ae9-8a72-3f193c46959e
TRZQLEC128F9305917,Living Next Door To Alice,Chron Gen,Apocalypse Punk Tour,1982,149.10649,5ace74ef-7564-4518-9ff2-4ec27cb6d349
TRZJDCA128F426459E,Be Correct,The Thrown Ups,Seven Years Golden,0,111.62077,0cb413ff-c09b-421b-b9c3-9bb7f02b7b52
TRDYLAY128F4281AB0,My Friend The Bushranger,The Re-Mains,Field Conditions,0,412.89098,1cf817fa-74ea-42c6-8437-8d54fad72ce0
TRSGIRY128F92F9074,Voodoo Child,Golden Bug,Hot Robot,2008,93.41342,783a61e4-ad76-4bc6-8bb3-4dd4da0c9635
TRHYABW128F4244875,Sambuca,2 In A Room,World Party,0,238.18404,98a62678-8db1-4bd5-add8-f24b198cdba8
TRXJGPV128F14A0B88,Can You Kick It (Club Mix),Starsplash,Can U Kick It,2004,386.37669,b3f986c2-5439-4a99-8f4f-1f39797c6d5c
TREBQJU128F4292595,Dance on a Volcano,Jordan Rudess,The Road Home,2007,524.82567,e1fae725-6396-4ea7-a047-03ef4d4502a1
TRFVWXF128F92EDC7F,Backwards In Time,James Hardway,Straight From the Fridge,0,142.78485,65d53da3-13d0-4292-a581-b7adbe2cf3ef
TRDXHEI128F92FEF49,Waltz,Steven Brown,Music For Solo Piano,1988,92.15955,7988cdcb-2259-47af-84ba-fe21cc62c63f
TRVDNID128F934DB84,Dream Makers,Alan Replica,Simulacra,2006,300.30322,09402ad1-0854-4f5a-aad5-a817ada298dc
TRCHOYU128F93223CF,That's How We Break Bread (Feat. Master P_ King George_ C-Bo),C-Bo,C-Bo's Best Appearances '91-'99,0,208.16934,bec40233-eebf-4ac4-b8ae-f6274c5af7e8
TRBYZVU12903CC973D,Outdoor Man,Johnny Pearson,Life is for Living,0,99.94404,3f107c41-0c08-44dc-b2a6-5ad7bc4e8fd6
TRTAKJG128F42455BF,You're My Everything (YME - Cuban Mama Jammin'),East Side Beat,You're My Everything,0,374.9873,6ddb5284-091d-41d1-9ecf-b61de6b4b8b9
TRXDMZF128F92D1514,Long Gone,Bill Black's Combo,Bill Black's Greatest Hits + Bill Black Combo Goes West,2001,138.81424,8d172aa0-5b30-415c-9014-40fa04a493ce
TREWSXB128F9339711,Vivagio,Epos,Ultimate Chillout Collection Vol.2,2005,188.81261,585dbbce-8c47-4231-a54d-27607c1d260f
TRCCRUX128F4279762,Amor del Bueno,Enrique Quezadas,Sin Mi,0,194.35057,76e1c1df-9d8b-4241-a466-99af3dec018b
TRSDMZV128F933E4A7,Juice & Gin,The Young Punx,Remixed - Volume 1,0,339.80036,639d0e9d-35ee-47fe-a394-49842bec6ecc
TRJGLHJ128F42A32D0,November,Like Honey,So Silent EP,2004,248.0322,defbb62a-3f15-4107-a414-e81a64ab4b28
TRYRDYK12903CE8A7B,Move On,KB,Twelve Ways to Warm Up Your Days,0,209.99791,7bda6d74-e4ca-4d92-8bc7-37149b7664fe
TRRNDHP128F4230809,Real Girl,Mutya Buena,Pop Divas Workout 2 126bpm - 132bpm,2007,487.83628,4d37c490-4b81-4cfc-995e-ed6605510baf
TRXXZSD128F422D111,While You Are Gone,Tommy Flanagan,Nights at the Vanguard,1987,263.07873,c39a1eeb-e646-43e9-b984-4ffdc92b0241
TRPTTMQ128F42849BC,The Rub,Kurd Maverick,Electric Boutique - Digital Edition,2006,493.47873,1577f48a-dc2d-45f1-b7ac-64c25b44bca8
TRNLICW12903CA6024,Stay With Me (Album),Benjy Davis Project,Lost Souls Like Us,2010,196.98893,5c0921a1-2409-41d2-962f-674a406f3c6e
TRWXXAG128F422A9F7,Nobody Wants Me,"Arthur ""Big Boy"" Crudup","Arthur ""Big Boy"" Crudup Vol. 3 1949-1952",0,165.19791,8d835405-44cb-49ea-b223-d5f91e109b22
TRXUIVD128F422EC9B,Bombs (Young Americans Terrible Fuss Remix),Scanners,Bombs Remixes EP,0,290.84689,7edbd6dd-b3e7-43ad-813a-dee5cd2fa1e5
TRQGRBD12903CF0FF1,Algeria 7,Roy Montgomery,And Now The Rain Sounds Like Life Is Falling Down Through It,1998,307.1473,f7017559-4045-4ae7-b819-83e06a415b31
TRIWNXH128F9339717,Turn Your Love Around,Mai Tai,Mai Tai,1998,448.33914,998cc45d-a5e6-4795-9b66-9cf7568ed9cd
TRLEPGC128F9321DD2,Surfs You Right,Laika & The Cosmonauts,Cosmopolis,1990,119.66649,1c6728d4-acf8-42c7-a5dd-d7b32416ffa7
TREAPER128F146A241,It's Dangerous With You On My Mind,Jerry Kilgore,Love Trip,0,223.58159,170322e9-ccd2-4196-863a-f61171afbaa0
TRHEMTQ12903D0EF06,Parfum Chic (Matty's II Deep Dub),Hanna Hais,Deep and Sexy Vol. 3 Mixes by Matthias Heilbronn,0,332.48608,6d80b883-c43f-4dd5-8b11-83ba12994488
TRQNMTW128E078F182,Blood,Arab Strap,Mad For Sadness,1996,299.51955,6caf09f5-2f01-4f76-bcc7-6207930c56c6
TRXKGPL128F4271E7D,Kaira,Ali Farka Toure_ Toumani Diabate,In the Heart of the Moon,0,384.88771,9be2a5ac-8201-489b-b5f6-91f958bf9060
TRHPZRE128F92F9182,I Don't Like You,The Muffs,Alright_ This Time_ Just The Girls,1999,119.24853,72186b6a-fe30-4e2a-9c31-852e23ff93af
TRZZNYN12903CD628C,Innavoig Nod,Moriarty,The Lost Scenes of Puss n' Boots,0,284.44689,7f998ad7-4cb1-4f5d-a366-98b23ecf2ace
TRBZMSZ128F92EA344,Hält sich die Stange,Mundstuhl,Höchststrafe - 10 Jahre Mundstuhl,2007,24.0322,334a089d-7ca5-4613-a7b9-80a897d2d0e4
TRYHXSX128F93033E8,Never After,Abbott & Chambers,Never After,0,460.2771,2c0be2ba-fa63-430f-afca-7499852158f6
TRNSMKQ128F931C288,Dealerman (Explicit LP Version),opm,Menace To Sobriety,2000,220.62975,a18d2ace-9846-418d-b7c4-55de892bee67
TRRUOGJ12903CCCC4B,They Say It's Wonderful,Cliff Adams,Diamond Master Series - Cliff Adams,0,160.80934,1ef30feb-80c0-45cb-a363-55d85577e70a
TRVTSHI128F147F414,Mamãe Eu Quero,Wilson Simonal,Alegria Alegria Vol.3 & Alegria Alegria Vol.4,1969,117.99465,2ec73913-df20-484f-b638-cd63a5122b9f
TRKYRFB128F9345524,Molotov Cocktail,Basil Poledouris,Crocodile Dundee In Los Angeles,0,179.74812,e50f9da8-a0a2-4a97-94b6-c649a2b96c0b
TRGACAQ128F930ACB7,Scarlet flower fields,Vanden Plas,Beyond daylight,2002,338.36363,59b858bb-e13a-4608-b30d-8a4b7f282e26
TRPHJRP128F428CA38,Famke,Burnt By The Sun,Live from the Relapse Contamination Festival,2002,194.48118,5b09fcda-66e5-42e1-b2c6-8c4fb854287c
TRRIVDS128F146246A,Parental Discretion Iz Advised (2002 Digital Remaster) (),N.W.A.,Straight Outta Compton (2002 Digital Remaster) (Explicit),0,316.15955,3a54bffa-2314-44a2-927b-60144119c780
TRDMEHK128F423284A,Generation Landslide '81 (Live) (Album Version),Alice Cooper,Special Forces,1981,229.77261,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd
TRPUVVC128F9314D40,Simple Life,American Princes,Less and Less,2006,210.36363,748a0d67-387b-4bdc-b37c-4f2d838f39cc
TRPDIIM128F9318562,In The Middle Of The Night,Magic Affair,Remixcollection I 1993-1994,1994,352.65261,d64c70d9-5804-47ba-a02b-8c22dc52913e
TRMPXJC128F934B157,You Can Run But You Can't Hide,Armored Saint,Nod to the Old School,2001,182.77832,8ac580bd-5b33-4ee3-83df-8d406908e300
TRGBGRN128F428C75A,Wah-Hoo!,Charlie Parker_ Miles Davis & Friends,Charlie Parker_ Miles Davis & Friends,0,335.33342,8e51f2f4-4541-4526-8a2d-c65ecc9c0ee4
TRGXAES128F9320902,Take Me Back,Tinchy Stryder / Taio Cruz,Take Me Back,0,225.01832,9e2990ab-4d3d-4fb5-bd9b-1252440f043a
TRDZRQW12903D0CA96,Red Yellow Moonbeams,Stark Reality,1969,2004,547.86567,55e9f94d-be83-477c-9b0d-73238310a3e0
TRDSFWE128F14AA557,Vandorlovura,Dela Dap,Cigani Ruzsa + Angelo,0,360.07138,55cc41c4-d527-4b1a-b45d-4c2ff718f000
TRWOHLT128F934AB0A,2 Corazones  ( En Vivo),Fobia,Fobia - XX,0,198.19057,43732dda-0963-4bf6-bc09-c657d44be875
TRTMUUU128F424A81C,The End Of Pain,CANDLEMASS,Chapter VI,1992,272.53506,7dba6614-d0bd-4950-8b7b-841b31c413c2
TRTFZGS128F4276091,Disas Assim (Ainda Bem),Boss AC,Rimar Contra A Maré,0,274.1024,cb972e79-ed3a-4d2b-a4c1-4b3a7e429a42
TRNQISM128F932348B,Hanna,Melissa Horn,Långa Nätter,2008,185.75628,5457b7a9-820b-442b-be82-b171284f41c2
TRVKVQO128F4267B78,Flight 643 (Paul B + Subwave Remix),Tiesto,The Dungeonmaster's Guide,0,291.89179,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd
TRPHNYW128F932D5C2,Are You Out There Intro,Dar Williams,Out There Live,2001,21.91628,f9908eb1-30ac-4fc9-929c-81fe2dcf2266
TRAEYSI128E078F5DB,Self Love,Jaguar Wright,Denials Delusions And Decisions,0,558.00118,6dc3f58e-1c2f-4a83-ae98-8ee60d4eeee6
TRSCYYX128F424E0F9,Friday (Instrumental Album Version),Plies,The Real Testament,2007,216.71138,72f62a4c-0042-49f6-b4dc-2f5b27dd289f
TRAOEPA128F4281B67,Too Much In Your Life,Delays,You See Colours,2006,278.96118,f86d80f3-3d2e-4450-9b0c-638152e93df3
TRTQAYE128F930C79E,And As Long As I Have Fishes To Feed You,The Paper Chase,Cntrl-Alt-Delete-U,2001,426.34404,3eccf5d4-afd1-41c2-aa7d-70d579097e0b
TRVKRDI12903CCC170,You Grow Sweeter As the Years Go by,Lawrence Welk,The Essential Lawrence Welk,0,146.49424,d369e39b-325e-45cf-8ea3-7b0007384140
TRZHTOZ12903CEDE8C,Lost my job,Alex Chilton,Feudalist tarts - no sex,1985,188.31628,18b2f43a-fc98-4aab-b69c-eaaba41fecbc
TRLDXTX128F4281ADF,(That's How You Sing) Amazing Grace,Low,Trust,0,433.52771,78232096-ae39-4bbb-8104-bd96f28c6efc
TRYQYHN128F9332228,Blame It On Love,Augie Meyers,Blame It On Love,0,268.12036,7a777bdd-74e7-4bfb-8aa1-494061ee7dbd
TRJDZAX12903D0EE7A,It's A Bloody Kippenberger,The Aim Of Design Is To Define Space,Gosen_ U Can Rave II,0,247.7971,2e3f77e3-b50f-4a70-8b86-4679e72191a3
TRVQFYS128F92FE23A,Vandalism (Joint Operation's Centre Remix),Gary Maguire,Dark Sessions II,0,347.92444,929dd3e7-c861-41e1-9102-e9e85603ec22
TRWTQHU128F423D11A,Arabesque,Chymera,Felix Da Housecat: Milan,0,498.93832,96ca75af-d011-4cf0-aa92-3d48521ff615
TRACBWL128F92F95FA,Going Down,Chicken Shack / Stan Webb,Poor Boy - The Deram Years 1972-1974,1972,212.53179,282ed0dc-064e-480c-b827-5b5e9500f045
TRCODUU128F426295E,The Bitter Pill,Warrant,Dog Eat Dog,0,246.49098,a00df488-9c2c-494a-a46c-840cb153302a
TRBNUAB128F933D203,Slip Away,Frankie Valli & The Four Seasons,December_ 1963 [Oh What A Night] / Slip Away [Digital 45],1981,186.122,a3347aa4-4151-4daf-9f41-c6e5baea1f79
TRLRTGI128F4267C64,Where There Is Love (Album),Jane Olivor,In Concert,0,200.12363,2e4a98a3-6c79-4372-8f66-54201c86cdad
TRCRFNF128F93297BF,Be Like Me,Terminal Choice,Menschenbrecher,2003,222.77179,6804e22a-068d-4add-8844-8879a345640a
TRLFPOM128F92FA322,Sweet Shuffle,Larry Coryell,Vanguard Visionaries,0,379.32363,5a8f286f-cb7c-4e31-b021-935173f160ed
TRNNREP12903CB4DE6,Twist And Shout,The Gentrys,Pop Hits of the 60s & 70s Acappella,0,141.11302,f0d08a81-44ad-4a86-b0ab-da357d07c047
TRPSKSQ128F4255D6B,La Negra,Alfredo Gutiérrez,Lo Mejor De Alfredo Gutierrez Y Su Conjunto - 24 Temas Originales,0,152.13669,490f9c79-d923-4f65-8618-a9b00cf2cf2c
TRSSGQT128F4276FF6,Preludio Para El Año 3001 (Sgoliat vs KooLTURE Instrumental Mix),Celeste Carballo,Preludio Para El Año 3001 (Single),0,220.39465,4a27ad74-5982-4404-8f6e-f94c65881263
TROXHGY128F931B871,Shineface,Shinehead,Praises,1999,28.73424,f9f9432b-a93a-4650-8e2d-46e43ba92287
TRGHZUV128F9359F4C,Chico's Piano,The Marx Brothers,Riding The Range,0,92.00281,36f93472-e1c2-45bc-b141-801e79b7de14
TRDSQGK128F4299395,Last Night,The Tranzmitors,The Tranzmitors,2007,158.53669,5de65eab-3417-4a10-9e34-4ad0e551ae6a
TRAXHIV128F92F2741,Shi-Du,Reysan Khan,Shi-Du,0,379.08853,92e28335-8693-4f0b-9863-ffd259953b31
TRSTMBJ12903CDBBCE,Harlem Rag - Two Step,Ann Charters,Essay in Ragtime: Ragtime Piano Classics,0,204.87791,bc1a3d88-b699-43e9-9271-1a376b55d964
TRYHQSB128F4234D80,La cima del cielo,Ricardo Montaner,Ricardo Montaner Con La London Metropolitan Orchestra,1989,257.77587,9ea7c031-a2d0-4a89-b469-72b51c47417c
TRMZKUT128E078CCA1,Who's Gonna Keep You Shining,Swimming The Nile,Into Temptation,0,209.50159,3e010b4f-6492-4bd0-9008-52eab03daf53
TRQYYGT128F1486701,Sólo Por Esta Noche,Joe Vasconcellos,Solo Por Esta Noche,1995,220.86485,92772a4f-e8ca-46e3-a0d7-a4d7f8fa096b
TRCIPTT128F92F00CA,Clockwork,Da Hool,Light My Fire,0,328.59383,08e6bef1-633e-41d8-8201-a65e1ac8ec64
TRMJLIB12903CAE3CE,Let's Go Dancing >,keller williams,Stage,0,148.16608,536a68e9-049b-4d9f-a0d1-2630c92acc4b
TRBTPRR12903D13A06,India Belly,BodyShock,Bellydance in the Mix,0,216.18893,159b0da8-3b92-4667-ba41-224feb079aef
TREWLQJ128F428B3F7,The Blast Off,The (International) Noise Conspiracy,The First Conspiracy,1999,100.77995,97da5eb3-79a5-4195-b98e-3d10ef946b08
TRCKYIZ128F4229AE5,Key To Your Heart,Rappers Against Racism,Best Of European Hip Hop,0,223.4771,177e9200-2d9e-4c1c-9087-bdf31e2b2d96
TRCQEKW12903CAE548,S.O.S. of Love,Jimmy Ross,The Very Best of Full Time_ Vol. 3,0,396.59057,cb82b7d8-af6e-46a5-b280-5eb1809703e4
TRDFZLS128F930904E,Retalhos de cetim,Izabel Padovani,Desassossego,0,256.93995,4a499293-eb9c-4c1c-b694-857232f364ec
TRZZGVG128F425C5C2,The Ghetto,Ghetto Mafia,Straight From The DEC Vol. 1,0,257.35791,6839fd7f-7f9b-4a6d-bba3-cebe7a657d2e
TRSSRRF128F92FFA9F,I Used to Say Your Name,Anton Barbeau,Plastic Guitar,2009,180.24444,09d99fb5-0801-4b2d-bb28-5c9d192b3b7b
TRXRQSV128F424315B,Flotation And Surroundings,Ketil Bjørnstad_ Terje Rypdal,Life in Leipzig,0,402.78159,8999eff6-f2ad-4cd0-a91d-11c61c8a436d
TRFXEAK128F92D87F3,(Untitled),McEnroe,Billy's Vision,2002,216.21506,651f1327-d706-472f-a154-042558520412
TRVXOBQ12903CE7396,Within The Realm Of A Dying Sun - Live,love like blood,Odyssee,1994,361.09016,96f259fa-7618-4899-908a-dc474da10a06
TRZIXHK128F934D38E,Las Canciones,Federico Aubele,Panamericana,2007,204.79955,2db43da6-401e-4dd7-898d-8f6da60c58da
TRCKMBA128F4214885,King of Kings,Sugar Minott,Rare Gems,2001,210.9122,01d336ae-7f79-496d-94f9-211b57517b17
TREXGLE128F92EE165,What's My Name,Mr.Capon-e,In These Times,0,227.02975,cdef3c34-ae01-47c8-b7c7-acfd83a92bf5
TRQPFPY128F427F131,Coach Station Reunion,The Field Mice,For Keeps,1991,189.90975,7a86ff6f-cdfc-4ac3-97ca-6a48b8d1b8cd
TRHMQEY128F42633B3,I'm Telling You Now,Keb' Mo',Slow Down,1998,158.11873,280ddd36-ac7d-4446-8689-a548d6f3458e
TRHPYTO128F92F44DC,Wunderschön,Beginner,Blast Action Heroes,2003,252.18567,709b55e5-0286-4fda-bf7e-3aff1894554d
TRUKTBS128F42638CD,All Go In/None Come Out,Spektr,B/W vs. Technicolor,0,204.61669,4de9b034-0079-42da-80e7-c17333786936
TRAFYMR12903CD1E25,Carry Me Away,Jacky Terrasson,Push,0,192.07791,be3142ae-6538-45e0-8ed6-9df0751a0873
TRNYLRT128F4263871,The Friend Song,The Union Underground,...An Education In Rebellion,2000,143.96036,699f9a3f-03fc-492a-b973-7d291734ceda
TRESUFG128F932CFF9,I'll Be the Heartbreaker,The Thrills,N.A.F.I.T.C.,0,247.06567,47cdb350-8b38-4e75-aed7-5cecdc06e8f5
TRMABEQ128EF363A4F,Sirena Encantada,Miguel Morales,Sólo Clasicos,2005,310.9873,445376ee-a2a6-4ccd-89ab-19109f4ade65
TRBEJYU12903CD9C52,Cruising,Hunx And His Punx,Gay Singles,2010,135.28771,ec57ec4c-2787-4b77-b5c9-8b00a0e59f0a
TRRMARN12903CCEFFF,Someone Else's Story,Lea Salonga,The Broadway Concert,0,296.4371,67f4ab30-bfe1-483a-a5ae-c6e6067497b8
TRHJQUK128F426F48E,Waitin' On You [Featuring Miss Jones] (Album Version),Jaheim (Featuring Miss Jones),Ghetto Love,2001,262.63465,3a9cf658-0f0b-410e-b07e-8cf7eee53169
TRWKHIV12903CC51F3,Elixer (The Tenth Stage Remix),Angelspit,Krankhaus: Surgically Atoned,0,236.14649,8cfaf3df-e098-4722-b840-dbc84d7aee20
TRHNHAU128F92DC38A,The Unbearable Filth of the Soul,Anaal Nathrakh,In the Constellation of the Black Widow,2009,209.29261,9bf82496-9d7b-43ac-b3ee-076c90ada9d7
TRZZNXM128F9306837,The Great Provider,Two-Minute Miracles,Volume I,0,144.29995,25d182b0-5358-49ca-8739-2246cf7a206e
TRSILVN128F931E7C9,Titta På Mej,Eva Dahlgren,För Minnenas Skull,1981,187.42812,957fb741-42e5-4055-852e-3d58383ec098
TRMRDOD128F1471577,I Can't Quit You Baby,Little Milton,Stax Profiles - Little Milton,1969,467.82649,37846227-55fb-444b-9cd7-dc06d5d20714
